Entity,Code,Year,Cocoa beans | 00000661 || Yield | 005412 || tonnes per hectare
Uganda,UGA,1963,0.025
Uganda,UGA,1964,0.0273
Uganda,UGA,1965,0.0273
Uganda,UGA,1966,0.026700001
Uganda,UGA,1967,0.0329
Uganda,UGA,1968,0.043
Uganda,UGA,1969,0.07
Uganda,UGA,1970,0.120500006
Uganda,UGA,1971,0.072500005
Uganda,UGA,1972,0.095000006
Uganda,UGA,1973,0.1
Uganda,UGA,1974,0.05
Uganda,UGA,1975,0.05
Uganda,UGA,1976,0.1
Uganda,UGA,1977,0.05
Uganda,UGA,1978,0.1
Uganda,UGA,1979,0.1
Uganda,UGA,1980,0.05
Uganda,UGA,1981,0.05
Uganda,UGA,1982,0.05
Uganda,UGA,1983,0.1
Uganda,UGA,1984,0.13550001
Uganda,UGA,1985,0.093
Uganda,UGA,1986,0.046000004
Uganda,UGA,1987,0.055600002
Uganda,UGA,1988,0.089600004
Uganda,UGA,1989,0.0922
Uganda,UGA,1990,0.1
Uganda,UGA,1991,0.114300005
Uganda,UGA,1992,0.114300005
Uganda,UGA,1993,0.1429
Uganda,UGA,1994,0.1619
Uganda,UGA,1995,0.18180001
Uganda,UGA,1996,0.2
Uganda,UGA,1997,0.2115
Uganda,UGA,1998,0.21880001
Uganda,UGA,1999,0.26720002
Uganda,UGA,2000,0.28800002
Uganda,UGA,2001,0.27820003
Uganda,UGA,2002,0.24650002
Uganda,UGA,2003,0.26760003
Uganda,UGA,2004,0.3169
Uganda,UGA,2005,0.3521
Uganda,UGA,2006,0.35420004
Uganda,UGA,2007,0.33020002
Uganda,UGA,2008,0.35140002
Uganda,UGA,2009,0.3488
Uganda,UGA,2010,0.3585
Uganda,UGA,2011,0.36380002
Uganda,UGA,2012,0.37600002
Uganda,UGA,2013,0.38500002
Uganda,UGA,2014,0.42720002
Uganda,UGA,2015,0.48120004
Uganda,UGA,2016,0.48110002
Uganda,UGA,2017,0.47210002
Uganda,UGA,2018,0.47480002
Uganda,UGA,2019,0.4814
Uganda,UGA,2020,0.5004
Uganda,UGA,2021,0.5044
Uganda,UGA,2022,0.51390004
Uganda,UGA,2023,0.52340007
Upper-middle-income countries,,1961,0.31172106
Upper-middle-income countries,,1962,0.30731025
Upper-middle-income countries,,1963,0.31543413
Upper-middle-income countries,,1964,0.3287379
Upper-middle-income countries,,1965,0.31035265
Upper-middle-income countries,,1966,0.3539228
Upper-middle-income countries,,1967,0.36833853
Upper-middle-income countries,,1968,0.35585386
Upper-middle-income countries,,1969,0.36924347
Upper-middle-income countries,,1970,0.3659102
Upper-middle-income countries,,1971,0.38775426
Upper-middle-income countries,,1972,0.39832035
Upper-middle-income countries,,1973,0.37757954
Upper-middle-income countries,,1974,0.41145706
Upper-middle-income countries,,1975,0.45736396
Upper-middle-income countries,,1976,0.41074243
Upper-middle-income countries,,1977,0.42625055
Upper-middle-income countries,,1978,0.4505167
Upper-middle-income countries,,1979,0.5001877
Upper-middle-income countries,,1980,0.48429218
Upper-middle-income countries,,1981,0.48898396
Upper-middle-income countries,,1982,0.5007338
Upper-middle-income countries,,1983,0.46384737
Upper-middle-income countries,,1984,0.46368188
Upper-middle-income countries,,1985,0.5538015
Upper-middle-income countries,,1986,0.52895755
Upper-middle-income countries,,1987,0.44793186
Upper-middle-income countries,,1988,0.5220934
Upper-middle-income countries,,1989,0.5430241
Upper-middle-income countries,,1990,0.4727387
Upper-middle-income countries,,1991,0.49150422
Upper-middle-income countries,,1992,0.4857809
Upper-middle-income countries,,1993,0.50739235
Upper-middle-income countries,,1994,0.4789988
Upper-middle-income countries,,1995,0.46109918
Upper-middle-income countries,,1996,0.4908285
Upper-middle-income countries,,1997,0.4779781
Upper-middle-income countries,,1998,0.5260187
Upper-middle-income countries,,1999,0.41466746
Upper-middle-income countries,,2000,0.37570915
Upper-middle-income countries,,2001,0.43879142
Upper-middle-income countries,,2002,0.48932743
Upper-middle-income countries,,2003,0.49499974
Upper-middle-income countries,,2004,0.47173885
Upper-middle-income countries,,2005,0.47219518
Upper-middle-income countries,,2006,0.54181147
Upper-middle-income countries,,2007,0.5226637
Upper-middle-income countries,,2008,0.45533064
Upper-middle-income countries,,2009,0.44794616
Upper-middle-income countries,,2010,0.45767665
Upper-middle-income countries,,2011,0.40754792
Upper-middle-income countries,,2012,0.3999127
Upper-middle-income countries,,2013,0.40316394
Upper-middle-income countries,,2014,0.42342335
Upper-middle-income countries,,2015,0.39158672
Upper-middle-income countries,,2016,0.39186603
Upper-middle-income countries,,2017,0.42383
Upper-middle-income countries,,2018,0.49511433
Upper-middle-income countries,,2019,0.5091996
Upper-middle-income countries,,2020,0.5065123
Upper-middle-income countries,,2021,0.49824044
Upper-middle-income countries,,2022,0.51355225
Upper-middle-income countries,,2023,0.5173113
Vanuatu,VUT,1961,0.51000005
Vanuatu,VUT,1962,0.50630003
Vanuatu,VUT,1963,0.47000003
Vanuatu,VUT,1964,0.51500005
Vanuatu,VUT,1965,0.49710003
Vanuatu,VUT,1966,0.5
Vanuatu,VUT,1967,0.5
Vanuatu,VUT,1968,0.5
Vanuatu,VUT,1969,0.5
Vanuatu,VUT,1970,0.3889
Vanuatu,VUT,1971,0.3
Vanuatu,VUT,1972,0.34780002
Vanuatu,VUT,1973,0.3043
Vanuatu,VUT,1974,0.3043
Vanuatu,VUT,1975,0.3043
Vanuatu,VUT,1976,0.3043
Vanuatu,VUT,1977,0.3043
Vanuatu,VUT,1978,0.3704
Vanuatu,VUT,1979,0.3704
Vanuatu,VUT,1980,0.28920004
Vanuatu,VUT,1981,0.31
Vanuatu,VUT,1982,0.21120001
Vanuatu,VUT,1983,0.38680002
Vanuatu,VUT,1984,0.41160002
Vanuatu,VUT,1985,0.49220005
Vanuatu,VUT,1986,0.6115
Vanuatu,VUT,1987,0.53090006
Vanuatu,VUT,1988,0.37800002
Vanuatu,VUT,1989,0.41570002
Vanuatu,VUT,1990,0.43570003
Vanuatu,VUT,1991,0.53990006
Vanuatu,VUT,1992,0.5428
Vanuatu,VUT,1993,0.6051
Vanuatu,VUT,1994,0.36520004
Vanuatu,VUT,1995,0.57350004
Vanuatu,VUT,1996,0.58690006
Vanuatu,VUT,1997,0.58570004
Vanuatu,VUT,1998,0.57690006
Vanuatu,VUT,1999,0.5569
Vanuatu,VUT,2000,0.5193
Vanuatu,VUT,2001,0.49940002
Vanuatu,VUT,2002,0.49870002
Vanuatu,VUT,2003,0.507
Vanuatu,VUT,2004,0.5088
Vanuatu,VUT,2005,0.51440006
Vanuatu,VUT,2006,0.4043
Vanuatu,VUT,2007,0.3738
Vanuatu,VUT,2008,0.6
Vanuatu,VUT,2009,0.6
Vanuatu,VUT,2010,0.53180003
Vanuatu,VUT,2011,0.51140004
Vanuatu,VUT,2012,0.51420003
Vanuatu,VUT,2013,0.51350003
Vanuatu,VUT,2014,0.51390004
Vanuatu,VUT,2015,0.5161
Vanuatu,VUT,2016,0.5149
Vanuatu,VUT,2017,0.5141
Vanuatu,VUT,2018,0.5113
Vanuatu,VUT,2019,0.5118
Vanuatu,VUT,2020,0.514
Vanuatu,VUT,2021,0.5168
Vanuatu,VUT,2022,0.5168
Vanuatu,VUT,2023,0.5168
Venezuela,VEN,1961,0.2414
Venezuela,VEN,1962,0.27010003
Venezuela,VEN,1963,0.29670003
Venezuela,VEN,1964,0.2924
Venezuela,VEN,1965,0.28820002
Venezuela,VEN,1966,0.28460002
Venezuela,VEN,1967,0.2954
Venezuela,VEN,1968,0.27710003
Venezuela,VEN,1969,0.2593
Venezuela,VEN,1970,0.2675
Venezuela,VEN,1971,0.2675
Venezuela,VEN,1972,0.24800001
Venezuela,VEN,1973,0.27120003
Venezuela,VEN,1974,0.25620002
Venezuela,VEN,1975,0.26970002
Venezuela,VEN,1976,0.20810002
Venezuela,VEN,1977,0.23500001
Venezuela,VEN,1978,0.24000001
Venezuela,VEN,1979,0.24980001
Venezuela,VEN,1980,0.22000001
Venezuela,VEN,1981,0.22150001
Venezuela,VEN,1982,0.20840001
Venezuela,VEN,1983,0.20630002
Venezuela,VEN,1984,0.17460002
Venezuela,VEN,1985,0.2122
Venezuela,VEN,1986,0.2299
Venezuela,VEN,1987,0.22500001
Venezuela,VEN,1988,0.23300001
Venezuela,VEN,1989,0.23700002
Venezuela,VEN,1990,0.24800001
Venezuela,VEN,1991,0.25620002
Venezuela,VEN,1992,0.245
Venezuela,VEN,1993,0.246
Venezuela,VEN,1994,0.246
Venezuela,VEN,1995,0.2788
Venezuela,VEN,1996,0.27920002
Venezuela,VEN,1997,0.2984
Venezuela,VEN,1998,0.2957
Venezuela,VEN,1999,0.2734
Venezuela,VEN,2000,0.28470004
Venezuela,VEN,2001,0.2948
Venezuela,VEN,2002,0.293
Venezuela,VEN,2003,0.3027
Venezuela,VEN,2004,0.31470004
Venezuela,VEN,2005,0.3148
Venezuela,VEN,2006,0.3309
Venezuela,VEN,2007,0.33220002
Venezuela,VEN,2008,0.40760002
Venezuela,VEN,2009,0.46490002
Venezuela,VEN,2010,0.39010003
Venezuela,VEN,2011,0.418
Venezuela,VEN,2012,0.5115
Venezuela,VEN,2013,0.47050002
Venezuela,VEN,2014,0.34550002
Venezuela,VEN,2015,0.3484
Venezuela,VEN,2016,0.3406
Venezuela,VEN,2017,0.3488
Venezuela,VEN,2018,0.34260002
Venezuela,VEN,2019,0.36270002
Venezuela,VEN,2020,0.34770003
Venezuela,VEN,2021,0.34780002
Venezuela,VEN,2022,0.35670003
Venezuela,VEN,2023,0.3465
Vietnam,VNM,2019,0.4839
Vietnam,VNM,2020,0.47620004
Vietnam,VNM,2021,0.47620004
Vietnam,VNM,2022,0.47650003
Vietnam,VNM,2023,0.4769
Western Africa (FAO),,1961,0.2587
Western Africa (FAO),,1962,0.26170003
Western Africa (FAO),,1963,0.275
Western Africa (FAO),,1964,0.35820004
Western Africa (FAO),,1965,0.25530002
Western Africa (FAO),,1966,0.33560002
Western Africa (FAO),,1967,0.3248
Western Africa (FAO),,1968,0.2843
Western Africa (FAO),,1969,0.3258
Western Africa (FAO),,1970,0.35310003
Western Africa (FAO),,1971,0.36770004
Western Africa (FAO),,1972,0.32750002
Western Africa (FAO),,1973,0.29790002
Western Africa (FAO),,1974,0.3269
Western Africa (FAO),,1975,0.32720003
Western Africa (FAO),,1976,0.2949
Western Africa (FAO),,1977,0.30040002
Western Africa (FAO),,1978,0.2833
Western Africa (FAO),,1979,0.31080002
Western Africa (FAO),,1980,0.3115
Western Africa (FAO),,1981,0.3159
Western Africa (FAO),,1982,0.284
Western Africa (FAO),,1983,0.2963
Western Africa (FAO),,1984,0.3513
Western Africa (FAO),,1985,0.33720002
Western Africa (FAO),,1986,0.35270002
Western Africa (FAO),,1987,0.372
Western Africa (FAO),,1988,0.441
Western Africa (FAO),,1989,0.47220004
Western Africa (FAO),,1990,0.44570002
Western Africa (FAO),,1991,0.4404
Western Africa (FAO),,1992,0.48430002
Western Africa (FAO),,1993,0.47260004
Western Africa (FAO),,1994,0.48010004
Western Africa (FAO),,1995,0.46600002
Western Africa (FAO),,1996,0.5065
Western Africa (FAO),,1997,0.4819
Western Africa (FAO),,1998,0.5036
Western Africa (FAO),,1999,0.45920002
Western Africa (FAO),,2000,0.48320004
Western Africa (FAO),,2001,0.4713
Western Africa (FAO),,2002,0.47670004
Western Africa (FAO),,2003,0.49360004
Western Africa (FAO),,2004,0.49920005
Western Africa (FAO),,2005,0.47230002
Western Africa (FAO),,2006,0.50600004
Western Africa (FAO),,2007,0.4298
Western Africa (FAO),,2008,0.45110002
Western Africa (FAO),,2009,0.455
Western Africa (FAO),,2010,0.45910004
Western Africa (FAO),,2011,0.47980002
Western Africa (FAO),,2012,0.48630002
Western Africa (FAO),,2013,0.47210002
Western Africa (FAO),,2014,0.47570002
Western Africa (FAO),,2015,0.47510004
Western Africa (FAO),,2016,0.46240002
Western Africa (FAO),,2017,0.47890002
Western Africa (FAO),,2018,0.48340002
Western Africa (FAO),,2019,0.4873
Western Africa (FAO),,2020,0.4713
Western Africa (FAO),,2021,0.48010004
Western Africa (FAO),,2022,0.47220004
Western Africa (FAO),,2023,0.46950004
World,OWID_WRL,1961,0.2694
World,OWID_WRL,1962,0.2716
World,OWID_WRL,1963,0.28350002
World,OWID_WRL,1964,0.33990002
World,OWID_WRL,1965,0.26770002
World,OWID_WRL,1966,0.3298
World,OWID_WRL,1967,0.3294
World,OWID_WRL,1968,0.30560002
World,OWID_WRL,1969,0.33310002
World,OWID_WRL,1970,0.35410002
World,OWID_WRL,1971,0.37050003
World,OWID_WRL,1972,0.35140002
World,OWID_WRL,1973,0.3248
World,OWID_WRL,1974,0.3538
World,OWID_WRL,1975,0.35810003
World,OWID_WRL,1976,0.31710002
World,OWID_WRL,1977,0.3274
World,OWID_WRL,1978,0.3264
World,OWID_WRL,1979,0.3583
World,OWID_WRL,1980,0.3524
World,OWID_WRL,1981,0.35790002
World,OWID_WRL,1982,0.34530002
World,OWID_WRL,1983,0.34440002
World,OWID_WRL,1984,0.37970003
World,OWID_WRL,1985,0.39910004
World,OWID_WRL,1986,0.40370002
World,OWID_WRL,1987,0.38970003
World,OWID_WRL,1988,0.4533
World,OWID_WRL,1989,0.47890002
World,OWID_WRL,1990,0.44260004
World,OWID_WRL,1991,0.446
World,OWID_WRL,1992,0.46750003
World,OWID_WRL,1993,0.4708
World,OWID_WRL,1994,0.46360004
World,OWID_WRL,1995,0.45540002
World,OWID_WRL,1996,0.48670003
World,OWID_WRL,1997,0.4688
World,OWID_WRL,1998,0.49500003
World,OWID_WRL,1999,0.43360004
World,OWID_WRL,2000,0.43850002
World,OWID_WRL,2001,0.45070004
World,OWID_WRL,2002,0.47020003
World,OWID_WRL,2003,0.48160002
World,OWID_WRL,2004,0.47800002
World,OWID_WRL,2005,0.4645
World,OWID_WRL,2006,0.505
World,OWID_WRL,2007,0.45110002
World,OWID_WRL,2008,0.44620004
World,OWID_WRL,2009,0.44620004
World,OWID_WRL,2010,0.4513
World,OWID_WRL,2011,0.44420004
World,OWID_WRL,2012,0.4474
World,OWID_WRL,2013,0.4408
World,OWID_WRL,2014,0.4483
World,OWID_WRL,2015,0.43960002
World,OWID_WRL,2016,0.44650003
World,OWID_WRL,2017,0.4553
World,OWID_WRL,2018,0.48250002
World,OWID_WRL,2019,0.48630002
World,OWID_WRL,2020,0.4783
World,OWID_WRL,2021,0.48070005
World,OWID_WRL,2022,0.48060003
World,OWID_WRL,2023,0.4805
