"Country","Code","Year","Production (tonnes)","Yield (tonnes/hectare)","prediction"
"Cote d'Ivoire","CIV",2008,1382441,0.6011,"Outlier"
"Cote d'Ivoire","CIV",2009,1223153,0.5621,"Outlier"
"Cote d'Ivoire","CIV",2010,1301347,0.5711,"Outlier"
"Cote d'Ivoire","CIV",2011,1511255,0.5628,"Outlier"
"Cote d'Ivoire","CIV",2012,1485882,0.5411,"Outlier"
"Cote d'Ivoire","CIV",2013,1448992,0.53050005,"Outlier"
"Cote d'Ivoire","CIV",2014,1637777.5,0.531,"Outlier"
"Cote d'Ivoire","CIV",2015,1796000,0.51940006,"Outlier"
"Cote d'Ivoire","CIV",2016,1634000,0.51570004,"Outlier"
"Cote d'Ivoire","CIV",2017,2034000,0.51070005,"Outlier"
"Cote d'Ivoire","CIV",2018,2113189,0.51890004,"Outlier"
"Cote d'Ivoire","CIV",2019,2235043,0.51870006,"Outlier"
"Cote d'Ivoire","CIV",2020,2200000,0.5105,"Outlier"
"Cote d'Ivoire","CIV",2021,2228459,0.50460005,"Outlier"
"Cote d'Ivoire","CIV",2022,2358991,0.50020003,"Outlier"
"Cote d'Ivoire","CIV",2023,2377442,0.49620003,"Outlier"
"Cuba","CUB",1961,2500,0.2,"Normal"
"Cuba","CUB",1962,2387,0.19100001,"Normal"
"Cuba","CUB",1963,2516,0.1864,"Normal"
"Cuba","CUB",1964,1204,0.172,"Normal"
"Cuba","CUB",1965,2154,0.1958,"Normal"
"Cuba","CUB",1966,2019,0.1835,"Normal"
"Cuba","CUB",1967,1459,0.16210002,"Normal"
"Cuba","CUB",1968,1939,0.1763,"Normal"
"Cuba","CUB",1969,1234,0.1402,"Normal"
"Cuba","CUB",1970,1330,0.14780001,"Normal"
"Cuba","CUB",1971,1353,0.15030001,"Normal"
"Cuba","CUB",1972,1900,0.15830001,"Normal"
"Cuba","CUB",1973,1743,0.1585,"Normal"
"Cuba","CUB",1974,1356,0.1559,"Normal"
"Cuba","CUB",1975,1251,0.1564,"Normal"
"Cuba","CUB",1976,1353,0.15550001,"Normal"
"Cuba","CUB",1977,1182,0.14780001,"Normal"
"Cuba","CUB",1978,1582,0.1569,"Normal"
"Cuba","CUB",1979,1614,0.15470001,"Normal"
"Cuba","CUB",1980,1242,0.11840001,"Normal"
"Cuba","CUB",1981,1536,0.15630001,"Normal"
"Cuba","CUB",1982,1706,0.18050002,"Normal"
"Cuba","CUB",1983,1840,0.1904,"Normal"
"Cuba","CUB",1984,1923,0.21090001,"Normal"
"Cuba","CUB",1985,1896,0.21440001,"Normal"
"Cuba","CUB",1986,2102,0.24170001,"Normal"
"Cuba","CUB",1987,2203,0.23200001,"Normal"
"Cuba","CUB",1988,2259,0.25670004,"Normal"
"Cuba","CUB",1989,2566,0.29590002,"Normal"
"Cuba","CUB",1990,2428,0.2876,"Normal"
"Cuba","CUB",1991,1912,0.24960002,"Normal"
"Cuba","CUB",1992,3000,0.3415,"Normal"
"Cuba","CUB",1993,1800,0.19770001,"Normal"
"Cuba","CUB",1994,1334,0.1494,"Normal"
"Cuba","CUB",1995,2100,0.24160002,"Normal"
"Cuba","CUB",1996,1900,0.21750002,"Normal"
"Cuba","CUB",1997,1400,0.1762,"Normal"
"Cuba","CUB",1998,1900,0.26500002,"Normal"
"Cuba","CUB",1999,1900,0.22910002,"Normal"
"Cuba","CUB",2000,2900,0.4074,"Normal"
"Cuba","CUB",2001,1900,0.45290002,"Normal"
"Cuba","CUB",2002,1301,0.19730002,"Normal"
"Cuba","CUB",2003,1500,0.22730002,"Normal"
"Cuba","CUB",2004,1846,0.31920004,"Normal"
"Cuba","CUB",2005,2067,0.50990003,"Normal"
"Cuba","CUB",2006,2120,0.5301,"Normal"
"Cuba","CUB",2007,1379,0.5,"Normal"
"Cuba","CUB",2008,1100,0.28950003,"Normal"
"Cuba","CUB",2009,1387,0.2725,"Normal"
"Cuba","CUB",2010,1709,0.33420002,"Normal"
"Cuba","CUB",2011,1510,0.293,"Normal"
"Cuba","CUB",2012,2027,0.4823,"Normal"
"Cuba","CUB",2013,1425,0.33120003,"Normal"
"Cuba","CUB",2014,2188,0.5266,"Normal"
"Cuba","CUB",2015,1500,0.3695,"Normal"
"Cuba","CUB",2016,2058,0.49330002,"Normal"
"Cuba","CUB",2017,245,0.0966,"Normal"
"Cuba","CUB",2018,1012,0.2569,"Normal"
"Cuba","CUB",2019,1799,0.55700004,"Normal"
"Cuba","CUB",2020,1577,0.5737,"Normal"
"Cuba","CUB",2021,1472,0.55420005,"Normal"
"Cuba","CUB",2022,1429,0.56850004,"Normal"
"Cuba","CUB",2023,1387.54,0.50310004,"Normal"
"Democratic Republic of Congo","COD",1961,5800,0.38670003,"Normal"
"Democratic Republic of Congo","COD",1962,6500,0.43330002,"Normal"
"Democratic Republic of Congo","COD",1963,5600,0.37330002,"Normal"
"Democratic Republic of Congo","COD",1964,4800,0.3429,"Normal"
"Democratic Republic of Congo","COD",1965,4300,0.30710003,"Normal"
"Democratic Republic of Congo","COD",1966,5300,0.3533,"Normal"
"Democratic Republic of Congo","COD",1967,4900,0.32670003,"Normal"
"Democratic Republic of Congo","COD",1968,4500,0.3,"Normal"
"Democratic Republic of Congo","COD",1969,4900,0.3063,"Normal"
"Democratic Republic of Congo","COD",1970,6200,0.287,"Normal"
"Democratic Republic of Congo","COD",1971,6300,0.29720002,"Normal"
"Democratic Republic of Congo","COD",1972,6500,0.3095,"Normal"
"Democratic Republic of Congo","COD",1973,5700,0.27940002,"Normal"
"Democratic Republic of Congo","COD",1974,5000,0.2551,"Normal"
"Democratic Republic of Congo","COD",1975,5300,0.26500002,"Normal"
"Democratic Republic of Congo","COD",1976,5400,0.26870003,"Normal"
"Democratic Republic of Congo","COD",1977,5200,0.2626,"Normal"
"Democratic Republic of Congo","COD",1978,4300,0.2194,"Normal"
"Democratic Republic of Congo","COD",1979,5700,0.28640002,"Normal"
"Democratic Republic of Congo","COD",1980,5900,0.2878,"Normal"
"Democratic Republic of Congo","COD",1981,4513,0.2139,"Normal"
"Democratic Republic of Congo","COD",1982,4300,0.1982,"Normal"
"Democratic Republic of Congo","COD",1983,4300,0.19280002,"Normal"
"Democratic Republic of Congo","COD",1984,4388,0.19160001,"Normal"
"Democratic Republic of Congo","COD",1985,4530,0.19360001,"Normal"
"Democratic Republic of Congo","COD",1986,6300,0.2903,"Normal"
"Democratic Republic of Congo","COD",1987,5500,0.291,"Normal"
"Democratic Republic of Congo","COD",1988,6200,0.3316,"Normal"
"Democratic Republic of Congo","COD",1989,7100,0.33020002,"Normal"
"Democratic Republic of Congo","COD",1990,7180,0.33010003,"Normal"
"Democratic Republic of Congo","COD",1991,7270,0.3305,"Normal"
"Democratic Republic of Congo","COD",1992,7361,0.32000002,"Normal"
"Democratic Republic of Congo","COD",1993,7453,0.31050003,"Normal"
"Democratic Republic of Congo","COD",1994,7547,0.3019,"Normal"
"Democratic Republic of Congo","COD",1995,7551,0.2904,"Normal"
"Democratic Republic of Congo","COD",1996,7576,0.284,"Normal"
"Democratic Republic of Congo","COD",1997,7207,0.29000002,"Normal"
"Democratic Republic of Congo","COD",1998,6909,0.2985,"Normal"
"Democratic Republic of Congo","COD",1999,6565,0.2854,"Normal"
"Democratic Republic of Congo","COD",2000,6582,0.303,"Normal"
"Democratic Republic of Congo","COD",2001,6235,0.3005,"Normal"
"Democratic Republic of Congo","COD",2002,5750,0.3,"Normal"
"Democratic Republic of Congo","COD",2003,5710,0.3,"Normal"
"Democratic Republic of Congo","COD",2004,5670,0.3,"Normal"
"Democratic Republic of Congo","COD",2005,5630,0.3,"Normal"
"Democratic Republic of Congo","COD",2006,5590,0.3,"Normal"
"Democratic Republic of Congo","COD",2007,5590,0.30220002,"Normal"
"Democratic Republic of Congo","COD",2008,5510,0.3,"Normal"
"Democratic Republic of Congo","COD",2009,5470,0.3,"Normal"
"Democratic Republic of Congo","COD",2010,5431,0.30010003,"Normal"
"Democratic Republic of Congo","COD",2011,5392,0.294,"Normal"
"Democratic Republic of Congo","COD",2012,2000,0.28770003,"Normal"
"Democratic Republic of Congo","COD",2013,2000,0.28220004,"Normal"
"Democratic Republic of Congo","COD",2014,3000,0.3664,"Normal"
"Democratic Republic of Congo","COD",2015,6000,0.41200003,"Normal"
"Democratic Republic of Congo","COD",2016,10200,0.68,"Normal"
"Democratic Republic of Congo","COD",2017,13500,0.48610002,"Normal"
"Democratic Republic of Congo","COD",2018,18475,0.45160002,"Normal"
"Democratic Republic of Congo","COD",2019,22058,0.53920007,"Normal"
"Democratic Republic of Congo","COD",2020,26337,0.48550004,"Normal"
"Democratic Republic of Congo","COD",2021,21500,0.5059,"Normal"
"Democratic Republic of Congo","COD",2022,40000,0.5171,"Normal"
"Democratic Republic of Congo","COD",2023,35000,0.5283,"Normal"
"Dominica","DMA",1961,200,0.4,"Normal"
"Dominica","DMA",1962,100,0.2,"Normal"
"Dominica","DMA",1963,200,0.4,"Normal"
"Dominica","DMA",1964,200,0.4,"Normal"
"Dominica","DMA",1965,100,0.25,"Normal"
"Dominica","DMA",1966,100,0.25,"Normal"
"Dominica","DMA",1967,100,0.25,"Normal"
"Dominica","DMA",1968,100,0.25,"Normal"
"Dominica","DMA",1969,100,0.25,"Normal"
"Dominica","DMA",1970,100,0.25,"Normal"
"Dominica","DMA",1971,100,0.25,"Normal"
"Dominica","DMA",1972,180,0.3,"Normal"
"Dominica","DMA",1973,200,0.28570002,"Normal"
"Dominica","DMA",1974,250,0.3125,"Normal"
"Dominica","DMA",1975,290,0.3053,"Normal"
"Dominica","DMA",1976,320,0.32000002,"Normal"
"Dominica","DMA",1977,670,0.335,"Normal"
"Dominica","DMA",1978,705,0.30650002,"Normal"
"Dominica","DMA",1979,428,0.32920003,"Normal"
"Dominica","DMA",1980,428,0.32920003,"Normal"
"Dominica","DMA",1981,428,0.32920003,"Normal"
"Dominica","DMA",1982,492,0.3393,"Normal"
"Dominica","DMA",1983,275,0.1897,"Normal"
"Dominica","DMA",1984,240,0.16550002,"Normal"
"Dominica","DMA",1985,220,0.1517,"Normal"
"Dominica","DMA",1986,180,0.112500004,"Normal"
"Dominica","DMA",1987,155,0.09690001,"Normal"
"Dominica","DMA",1988,120,0.0706,"Normal"
"Dominica","DMA",1989,124,0.0775,"Normal"
"Dominica","DMA",1990,139,0.092700005,"Normal"
"Dominica","DMA",1991,75,0.086500004,"Normal"
"Dominica","DMA",1992,139,0.0869,"Normal"
"Dominica","DMA",1993,105,0.075,"Normal"
"Dominica","DMA",1994,177,0.0932,"Normal"
"Dominica","DMA",1995,155,0.0775,"Normal"
"Dominica","DMA",1996,100,0.076900005,"Normal"
"Dominica","DMA",1997,230,0.0885,"Normal"
"Dominica","DMA",1998,165,0.0825,"Normal"
"Dominica","DMA",1999,200,0.0952,"Normal"
"Dominica","DMA",2000,200,0.086100005,"Normal"
"Dominica","DMA",2001,187.75,0.0877,"Normal"
"Dominica","DMA",2002,180.2,0.0892,"Normal"
"Dominica","DMA",2003,170.13,0.09080001,"Normal"
"Dominica","DMA",2004,162.32,0.0922,"Normal"
"Dominica","DMA",2005,152.09,0.093600005,"Normal"
"Dominica","DMA",2006,145.47,0.094900005,"Normal"
"Dominica","DMA",2007,72,0.096200004,"Normal"
"Dominica","DMA",2008,72,0.09730001,"Normal"
"Dominica","DMA",2009,132,0.101900004,"Normal"
"Dominica","DMA",2010,87,0.0921,"Normal"
"Dominica","DMA",2011,119,0.09240001,"Normal"
"Dominica","DMA",2012,200,0.092700005,"Normal"
"Dominica","DMA",2013,412.08,0.093,"Normal"
"Dominica","DMA",2014,604.81,0.09330001,"Normal"
"Dominica","DMA",2015,1000,0.0935,"Normal"
"Dominica","DMA",2016,1700,0.0937,"Normal"
"Dominica","DMA",2017,1000,0.09380001,"Normal"
"Dominica","DMA",2018,1000,0.0937,"Normal"
"Dominica","DMA",2019,1000,0.0939,"Normal"
"Dominica","DMA",2020,1000,0.094000004,"Normal"
"Dominica","DMA",2021,1000,0.09330001,"Normal"
"Dominica","DMA",2022,1000,0.09330001,"Normal"
"Dominica","DMA",2023,1000,0.09330001,"Normal"
"Dominican Republic","DOM",1961,34850,0.46470004,"Normal"
"Dominican Republic","DOM",1962,33230,0.44310004,"Normal"
"Dominican Republic","DOM",1963,38036,0.47540003,"Normal"
"Dominican Republic","DOM",1964,41223,0.51530004,"Normal"
"Dominican Republic","DOM",1965,25000,0.3571,"Normal"
"Dominican Republic","DOM",1966,27990,0.37320003,"Normal"
"Dominican Republic","DOM",1967,25908,0.3454,"Normal"
"Dominican Republic","DOM",1968,27266,0.36350003,"Normal"
"Dominican Republic","DOM",1969,25823,0.3689,"Normal"
"Dominican Republic","DOM",1970,37924,0.36020002,"Normal"
"Dominican Republic","DOM",1971,32470,0.36,"Normal"
"Dominican Republic","DOM",1972,36093,0.3549,"Normal"
"Dominican Republic","DOM",1973,35900,0.35900003,"Normal"
"Dominican Republic","DOM",1974,38300,0.35790002,"Normal"
"Dominican Republic","DOM",1975,30909,0.35000002,"Normal"
"Dominican Republic","DOM",1976,33100,0.3499,"Normal"
"Dominican Republic","DOM",1977,34474,0.35000002,"Normal"
"Dominican Republic","DOM",1978,36960,0.39180002,"Normal"
"Dominican Republic","DOM",1979,35916,0.35960004,"Normal"
"Dominican Republic","DOM",1980,28481,0.2998,"Normal"
"Dominican Republic","DOM",1981,31920,0.3291,"Normal"
"Dominican Republic","DOM",1982,34921,0.2587,"Normal"
"Dominican Republic","DOM",1983,42826,0.3059,"Normal"
"Dominican Republic","DOM",1984,42596,0.34080002,"Normal"
"Dominican Republic","DOM",1985,34506,0.294,"Normal"
"Dominican Republic","DOM",1986,36231,0.2853,"Normal"
"Dominican Republic","DOM",1987,43102,0.24060002,"Normal"
"Dominican Republic","DOM",1988,41481,0.31910002,"Normal"
"Dominican Republic","DOM",1989,48668,0.409,"Normal"
"Dominican Republic","DOM",1990,43157,0.35670003,"Normal"
"Dominican Republic","DOM",1991,48860,0.40110004,"Normal"
"Dominican Republic","DOM",1992,50376,0.4163,"Normal"
"Dominican Republic","DOM",1993,53980,0.44610003,"Normal"
"Dominican Republic","DOM",1994,62385.29,0.4928,"Normal"
"Dominican Republic","DOM",1995,59397.9,0.38760003,"Normal"
"Dominican Republic","DOM",1996,62937.81,0.45970005,"Normal"
"Dominican Republic","DOM",1997,52455.59,0.3703,"Normal"
"Dominican Republic","DOM",1998,59291.48,0.38700002,"Normal"
"Dominican Republic","DOM",1999,25861.38,0.23670001,"Normal"
"Dominican Republic","DOM",2000,37107.09,0.2422,"Normal"
"Dominican Republic","DOM",2001,44908.01,0.35700002,"Normal"
"Dominican Republic","DOM",2002,45468,0.36150002,"Normal"
"Dominican Republic","DOM",2003,46697.72,0.37120003,"Normal"
"Dominican Republic","DOM",2004,47317.56,0.37620002,"Normal"
"Dominican Republic","DOM",2005,31361,0.20470001,"Normal"
"Dominican Republic","DOM",2006,45912.23,0.29970002,"Normal"
"Dominican Republic","DOM",2007,42154.31,0.27510002,"Normal"
"Dominican Republic","DOM",2008,45291,0.29560003,"Normal"
"Dominican Republic","DOM",2009,54994,0.3589,"Normal"
"Dominican Republic","DOM",2010,58334,0.38070002,"Normal"
"Dominican Republic","DOM",2011,54279,0.3543,"Normal"
"Dominican Republic","DOM",2012,72225,0.4785,"Normal"
"Dominican Republic","DOM",2013,68020.57,0.45060003,"Normal"
"Dominican Republic","DOM",2014,69913.3,0.46320003,"Normal"
"Dominican Republic","DOM",2015,75499.98,0.50020003,"Normal"
"Dominican Republic","DOM",2016,81245.84,0.53830004,"Normal"
"Dominican Republic","DOM",2017,86599,0.5737,"Normal"
"Dominican Republic","DOM",2018,85991.33,0.5612,"Normal"
"Dominican Republic","DOM",2019,76112.56,0.50420004,"Normal"
"Dominican Republic","DOM",2020,77681.23,0.44910002,"Normal"
"Dominican Republic","DOM",2021,70630.86,0.4544,"Normal"
"Dominican Republic","DOM",2022,88655.67,0.4544,"Normal"
"Dominican Republic","DOM",2023,65930.13,0.4539,"Normal"
"East Timor","TLS",1961,20,0.1333,"Normal"
"East Timor","TLS",1962,20,0.1333,"Normal"
"East Timor","TLS",1963,20,0.1333,"Normal"
"East Timor","TLS",1964,20,0.1333,"Normal"
"East Timor","TLS",1965,20,0.1333,"Normal"
"East Timor","TLS",1966,20,0.1333,"Normal"
"East Timor","TLS",1967,20,0.1333,"Normal"
"East Timor","TLS",1968,20,0.1333,"Normal"
"East Timor","TLS",1969,20,0.1333,"Normal"
"East Timor","TLS",1970,20,0.1333,"Normal"
"East Timor","TLS",1971,20,0.1333,"Normal"
"East Timor","TLS",1972,20,0.1333,"Normal"
"East Timor","TLS",1973,20,0.1333,"Normal"
"East Timor","TLS",1974,20,0.1333,"Normal"
"East Timor","TLS",1975,20,0.1333,"Normal"
"East Timor","TLS",1976,20,0.1333,"Normal"
"East Timor","TLS",1977,20,0.1333,"Normal"
"East Timor","TLS",1978,20,0.1333,"Normal"
"East Timor","TLS",1979,20,0.1333,"Normal"
"East Timor","TLS",1980,20,0.1333,"Normal"
"East Timor","TLS",1981,20,0.1333,"Normal"
"East Timor","TLS",1982,20,0.1333,"Normal"
"East Timor","TLS",1983,20,0.1333,"Normal"
"East Timor","TLS",1984,20,0.1333,"Normal"
"East Timor","TLS",1985,22,0.122200005,"Normal"
"East Timor","TLS",1986,22,0.11000001,"Normal"
"East Timor","TLS",1987,25,0.125,"Normal"
"East Timor","TLS",1988,25,0.1,"Normal"
"East Timor","TLS",1989,25,0.1,"Normal"
"East Timor","TLS",1990,31,0.10880001,"Normal"
"East Timor","TLS",1991,23,0.0807,"Normal"
"East Timor","TLS",1992,29,0.23200001,"Normal"
"East Timor","TLS",1993,32,0.2424,"Normal"
"East Timor","TLS",1994,50,0.0904,"Normal"
"East Timor","TLS",1995,92,0.15260002,"Normal"
"East Timor","TLS",1996,83,0.0741,"Normal"
"East Timor","TLS",1997,57,0.053700004,"Normal"
"East Timor","TLS",1998,60,0.060000002,"Normal"
"East Timor","TLS",1999,100,0.091400005,"Normal"
"East Timor","TLS",2000,91.65,0.0912,"Normal"
"East Timor","TLS",2001,97.06,0.091000006,"Normal"
"East Timor","TLS",2002,102.39,0.09080001,"Normal"
"East Timor","TLS",2003,107.63,0.090500005,"Normal"
"East Timor","TLS",2004,112.78,0.0907,"Normal"
"East Timor","TLS",2005,117.86,0.0937,"Normal"
"East Timor","TLS",2006,122.8,0.0944,"Normal"
"East Timor","TLS",2007,127.71,0.0951,"Normal"
"East Timor","TLS",2008,132.55,0.0957,"Normal"
"East Timor","TLS",2009,137.35,0.09640001,"Normal"
"East Timor","TLS",2010,142.1,0.097100005,"Normal"
"East Timor","TLS",2011,146.81,0.0977,"Normal"
"East Timor","TLS",2012,151.5,0.098400004,"Normal"
"East Timor","TLS",2013,160,0.11190001,"Normal"
"East Timor","TLS",2014,166.52,0.09380001,"Normal"
"East Timor","TLS",2015,169.79,0.094500005,"Normal"
"East Timor","TLS",2016,173.43,0.104,"Normal"
"East Timor","TLS",2017,177.84,0.10180001,"Normal"
"East Timor","TLS",2018,173.69,0.1,"Normal"
"East Timor","TLS",2019,174.99,0.101900004,"Normal"
"East Timor","TLS",2020,175.51,0.10130001,"Normal"
"East Timor","TLS",2021,174.73,0.101100005,"Normal"
"East Timor","TLS",2022,175.07,0.1014,"Normal"
"East Timor","TLS",2023,175.1,0.1012,"Normal"
"Ecuador","ECU",1961,44100,0.20050001,"Normal"
"Ecuador","ECU",1962,44300,0.2014,"Normal"
"Ecuador","ECU",1963,44300,0.19690001,"Normal"
"Ecuador","ECU",1964,37800,0.2319,"Normal"
"Ecuador","ECU",1965,49900,0.2079,"Normal"
"Ecuador","ECU",1966,50764,0.282,"Normal"
"Ecuador","ECU",1967,61236,0.30620003,"Normal"
"Ecuador","ECU",1968,81724,0.38920003,"Normal"
"Ecuador","ECU",1969,47993,0.21020001,"Normal"
"Ecuador","ECU",1970,53584,0.23470001,"Normal"
"Ecuador","ECU",1971,70806,0.32320002,"Normal"
"Ecuador","ECU",1972,67784,0.3111,"Normal"
"Ecuador","ECU",1973,63374,0.2974,"Normal"
"Ecuador","ECU",1974,91039,0.41060004,"Normal"
"Ecuador","ECU",1975,75272,0.32790002,"Normal"
"Ecuador","ECU",1976,65192,0.28410003,"Normal"
"Ecuador","ECU",1977,72120,0.303,"Normal"
"Ecuador","ECU",1978,72085,0.25100002,"Normal"
"Ecuador","ECU",1979,77407,0.28670004,"Normal"
"Ecuador","ECU",1980,91215,0.33800003,"Normal"
"Ecuador","ECU",1981,80460,0.298,"Normal"
"Ecuador","ECU",1982,96941,0.35000002,"Normal"
"Ecuador","ECU",1983,45000,0.1667,"Normal"
"Ecuador","ECU",1984,77000,0.29050002,"Normal"
"Ecuador","ECU",1985,130772,0.45600003,"Normal"
"Ecuador","ECU",1986,89913,0.2755,"Normal"
"Ecuador","ECU",1987,57529,0.18510002,"Normal"
"Ecuador","ECU",1988,85110,0.2613,"Normal"
"Ecuador","ECU",1989,82880,0.2527,"Normal"
"Ecuador","ECU",1990,96722,0.2944,"Normal"
"Ecuador","ECU",1991,90403,0.2921,"Normal"
"Ecuador","ECU",1992,93999,0.2874,"Normal"
"Ecuador","ECU",1993,82729,0.2583,"Normal"
"Ecuador","ECU",1994,81163,0.2494,"Normal"
"Ecuador","ECU",1995,85505,0.24470001,"Normal"
"Ecuador","ECU",1996,89928,0.2649,"Normal"
"Ecuador","ECU",1997,90870,0.26620004,"Normal"
"Ecuador","ECU",1998,35006,0.11660001,"Normal"
"Ecuador","ECU",1999,94687,0.31440002,"Normal"
"Ecuador","ECU",2000,64991,0.1613,"Normal"
"Ecuador","ECU",2001,76030,0.177,"Normal"
"Ecuador","ECU",2002,60268,0.1658,"Normal"
"Ecuador","ECU",2003,88263,0.2533,"Normal"
"Ecuador","ECU",2004,89680,0.2666,"Normal"
"Ecuador","ECU",2005,93658,0.2618,"Normal"
"Ecuador","ECU",2006,87561,0.2502,"Normal"
"Ecuador","ECU",2007,85891,0.24080001,"Normal"
"Ecuador","ECU",2008,94300,0.2504,"Normal"
"Ecuador","ECU",2009,120581,0.30290002,"Normal"
"Ecuador","ECU",2010,132099,0.3669,"Normal"
"Ecuador","ECU",2011,163151.73,0.4084,"Normal"
"Ecuador","ECU",2012,133322.98,0.34170002,"Normal"
"Ecuador","ECU",2013,128446,0.31920004,"Normal"
"Ecuador","ECU",2014,156215.97,0.41920003,"Normal"
"Ecuador","ECU",2015,180192.38,0.41700003,"Normal"
"Ecuador","ECU",2016,177551.3,0.39090002,"Normal"
"Ecuador","ECU",2017,205955,0.44070002,"Normal"
"Ecuador","ECU",2018,235182,0.46850002,"Normal"
"Ecuador","ECU",2019,283679.56,0.53990006,"Normal"
"Ecuador","ECU",2020,327902.56,0.6218,"Normal"
"Ecuador","ECU",2021,302093.9,0.5558,"Normal"
"Ecuador","ECU",2022,337149.4,0.6621,"Normal"
"Ecuador","ECU",2023,375719.12,0.72720003,"Normal"
"El Salvador","SLV",1961,300,0.75000006,"Normal"
"El Salvador","SLV",1962,300,0.75000006,"Normal"
"El Salvador","SLV",1963,300,0.75000006,"Normal"
"El Salvador","SLV",1964,300,0.75000006,"Normal"
"El Salvador","SLV",1965,300,0.75000006,"Normal"
"El Salvador","SLV",1966,300,0.75000006,"Normal"
"El Salvador","SLV",1967,300,0.75000006,"Normal"
"El Salvador","SLV",1968,300,0.75000006,"Normal"
"El Salvador","SLV",1969,300,0.75000006,"Normal"
"El Salvador","SLV",1970,300,0.75000006,"Normal"
"El Salvador","SLV",1971,206,0.51500005,"Normal"
"El Salvador","SLV",1972,300,0.75000006,"Normal"
"El Salvador","SLV",1973,300,0.75000006,"Normal"
"El Salvador","SLV",1974,298,0.8514001,"Normal"
"El Salvador","SLV",1975,250,0.625,"Normal"
"El Salvador","SLV",1976,250,0.625,"Normal"
"El Salvador","SLV",1977,298,0.8514001,"Normal"
"El Salvador","SLV",1978,306,0.85,"Normal"
"El Salvador","SLV",1979,310,0.8493,"Normal"
"El Salvador","SLV",1980,320,0.86490005,"Normal"
"El Salvador","SLV",1981,330,0.89190006,"Normal"
"El Salvador","SLV",1982,400,1,"Normal"
"El Salvador","SLV",1983,400,1,"Normal"
"El Salvador","SLV",1984,400,1,"Normal"
"El Salvador","SLV",1985,400,1,"Normal"
"El Salvador","SLV",1986,400,1,"Normal"
"El Salvador","SLV",1987,400,1,"Normal"
"El Salvador","SLV",1988,400,1,"Normal"
"El Salvador","SLV",1989,400,1,"Normal"
"El Salvador","SLV",1990,483,1.0546,"Normal"
"El Salvador","SLV",1991,92.85,0.28320003,"Normal"
"El Salvador","SLV",1992,99.54,0.2845,"Normal"
"El Salvador","SLV",1993,106.23,0.2858,"Normal"
"El Salvador","SLV",1994,112.92,0.287,"Normal"
"El Salvador","SLV",1995,119.6,0.2883,"Normal"
"El Salvador","SLV",1996,126.29,0.2896,"Normal"
"El Salvador","SLV",1997,132.98,0.2908,"Normal"
"El Salvador","SLV",1998,138.36,0.2898,"Normal"
"El Salvador","SLV",1999,141.28,0.29050002,"Normal"
"El Salvador","SLV",2000,150,0.3061,"Normal"
"El Salvador","SLV",2001,160,0.32000002,"Normal"
"El Salvador","SLV",2002,170,0.3208,"Normal"
"El Salvador","SLV",2003,170,0.30910003,"Normal"
"El Salvador","SLV",2004,190,0.3333,"Normal"
"El Salvador","SLV",2005,180,0.3,"Normal"
"El Salvador","SLV",2006,175,0.2823,"Normal"
"El Salvador","SLV",2007,180,0.2769,"Normal"
"El Salvador","SLV",2008,160,0.23530002,"Normal"
"El Salvador","SLV",2009,180,0.25710002,"Normal"
"El Salvador","SLV",2010,190,0.2533,"Normal"
"El Salvador","SLV",2011,179,0.22690001,"Normal"
"El Salvador","SLV",2012,180,0.22500001,"Normal"
"El Salvador","SLV",2013,185,0.23130001,"Normal"
"El Salvador","SLV",2014,366,0.5289,"Normal"
"El Salvador","SLV",2015,363,0.4618,"Normal"
"El Salvador","SLV",2016,363.64,0.46800002,"Normal"
"El Salvador","SLV",2017,350,0.4178,"Normal"
"El Salvador","SLV",2018,363,0.3853,"Normal"
"El Salvador","SLV",2019,368.18,0.432,"Normal"
"El Salvador","SLV",2020,360.39,0.41070002,"Normal"
"El Salvador","SLV",2021,363.86,0.40850002,"Normal"
"El Salvador","SLV",2022,364.14,0.4169,"Normal"
"El Salvador","SLV",2023,362.8,0.41200003,"Normal"
"Equatorial Guinea","GNQ",1961,26000,0.28890002,"Normal"
"Equatorial Guinea","GNQ",1962,30900,0.3433,"Normal"
"Equatorial Guinea","GNQ",1963,33000,0.36670002,"Normal"
"Equatorial Guinea","GNQ",1964,35100,0.39000002,"Normal"
"Equatorial Guinea","GNQ",1965,35400,0.3933,"Normal"
"Equatorial Guinea","GNQ",1966,38200,0.4244,"Normal"
"Equatorial Guinea","GNQ",1967,33600,0.37330002,"Normal"
"Equatorial Guinea","GNQ",1968,38000,0.37250003,"Normal"
"Equatorial Guinea","GNQ",1969,28000,0.3111,"Normal"
"Equatorial Guinea","GNQ",1970,35000,0.3889,"Normal"
"Equatorial Guinea","GNQ",1971,22000,0.24440001,"Normal"
"Equatorial Guinea","GNQ",1972,10000,0.1429,"Normal"
"Equatorial Guinea","GNQ",1973,12000,0.1714,"Normal"
"Equatorial Guinea","GNQ",1974,13000,0.1857,"Normal"
"Equatorial Guinea","GNQ",1975,10000,0.1429,"Normal"
"Equatorial Guinea","GNQ",1976,6000,0.0857,"Normal"
"Equatorial Guinea","GNQ",1977,6000,0.0857,"Normal"
"Equatorial Guinea","GNQ",1978,6000,0.08450001,"Normal"
"Equatorial Guinea","GNQ",1979,6000,0.08450001,"Normal"
"Equatorial Guinea","GNQ",1980,8000,0.1111,"Normal"
