typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20160101","2016","52","2016","90","SLB","Solomon Isds","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5149846","true","-1","N/A",,"false","5149846","true",,"false",,"12377682","12377682","6","true","false",
"C","A","20160101","2016","52","2016","120","CMR","Cameroon","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","28796498","false","-1","N/A",,"false","28796498","false",,"false",,"77637335","77637335","0","true","false",
"C","A","20160101","2016","52","2016","214","DOM","Dominican Rep.","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2998803","false","8","kg","2998803","false","2998803","false","0","false","0","7843074.609","7843074.609","0","false","true",
"C","A","20160101","2016","52","2016","156","CHN","China","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45392.581","true","-1","N/A","0","false","45392.581","true","0","false","0","140717","140717","6","false","true",
"C","A","20160101","2016","52","2016","170","COL","Colombia","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1669825","false","-1","N/A",,"false","1669825","false",,"false",,"4837360","4837360","0","true","false",
"C","A","20160101","2016","52","2016","180","COD","Dem. Rep. of the Congo","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","252433","false","8","kg","252433","false","252433","false","0","false","0","616951.894","616951.894","0","false","true",
"C","A","20160101","2016","52","2016","214","DOM","Dominican Rep.","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","979448.5","false","8","kg","979448.5","false","979448.5","false","0","false","0","2516081.961","2516081.961","0","false","true",
"C","A","20160101","2016","52","2016","266","GAB","Gabon","X","Export","120","CMR","Cameroon","0","W00","World","H3","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false",,"50.365","50.365","0","false","true",
"C","A","20160101","2016","52","2016","218","ECU","Ecuador","X","Export","214","DOM","Dominican Rep.","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10","false","-1","N/A",,"false","10","false",,"false",,"210","210","0","true","false",
"C","A","20160101","2016","52","2016","218","ECU","Ecuador","X","Export","288","GHA","Ghana","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50025","false","-1","N/A",,"false","50025","false",,"false",,"122272","122272","0","true","false",
"C","A","20160101","2016","52","2016","218","ECU","Ecuador","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16654313","false","-1","N/A",,"false","16654313","false",,"false",,"46376942","46376942","0","true","false",
"C","A","20160101","2016","52","2016","218","ECU","Ecuador","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25114783","false","-1","N/A",,"false","25114783","false",,"false",,"68649447","68649447","0","true","false",
"C","A","20160101","2016","52","2016","251","FRA","France","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3082","false","-1","N/A",,"false","3082","false",,"false",,"45398","45398","0","true","false",
"C","A","20160101","2016","52","2016","288","GHA","Ghana","X","Export","76","BRA","Brazil","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","64000000","false","-1","N/A",,"false","64000000","false",,"false",,"200755506","200755506","0","true","false",
"C","A","20160101","2016","52","2016","288","GHA","Ghana","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1400000","false","-1","N/A",,"false","1400000","false",,"false",,"4335598","4335598","0","true","false",
"C","A","20160101","2016","52","2016","288","GHA","Ghana","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","60089000","false","-1","N/A",,"false","60089000","false",,"false",,"198332259","198332259","0","true","false",
"C","A","20160101","2016","52","2016","324","GIN","Guinea","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","75000","false","8","kg","75000","false","75000","false","0","false",,"18965.54","18965.54","0","false","true",
"C","A","20160101","2016","52","2016","380","ITA","Italy","X","Export","76","BRA","Brazil","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","8117","false","8","kg","8117","false","8117","false",,"false",,"30552.275","30552.275","0","false","true",
"C","A","20160101","2016","52","2016","388","JAM","Jamaica","X","Export","218","ECU","Ecuador","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","-1","N/A",,"false","1","false",,"false",,"1","1","0","true","false",
"C","A","20160101","2016","52","2016","384","CIV","Côte d'Ivoire","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11662320","false","8","kg","11662320","false","11662320","false","0","false",,"33513782.608","33513782.608","0","false","true",
"C","A","20160101","2016","52","2016","458","MYS","Malaysia","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15980850","false","-1","N/A",,"false","15980850","false",,"false",,"45748528","45748528","0","true","false",
"C","A","20160101","2016","52","2016","360","IDN","Indonesia","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19127712","false","-1","N/A",,"false","19127712","false",,"false",,"56605227","56605227","0","true","false",
"C","A","20160101","2016","52","2016","384","CIV","Côte d'Ivoire","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","47740955","false","8","kg","47740955","false","47740955","false","0","false",,"131371292.515","131371292.515","0","false","true",
"C","A","20160101","2016","52","2016","450","MDG","Madagascar","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50544","false","8","kg","50544","false","50544","false","0","false",,"71438.797","71438.797","0","false","true",
"C","A","20160101","2016","52","2016","566","NGA","Nigeria","X","Export","288","GHA","Ghana","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","513419","true","-1","N/A",,"false","513419","true",,"false",,"1427698","1427698","6","true","false",
"C","A","20160101","2016","52","2016","566","NGA","Nigeria","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","636888","true","-1","N/A",,"false","636888","true",,"false",,"1771035","1771035","6","true","false",
"C","A","20160101","2016","52","2016","604","PER","Peru","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","396530","false","8","kg","396530","false","396530","false","0","false",,"1185625.1","1185625.1","0","false","true",
"C","A","20160101","2016","52","2016","608","PHL","Philippines","X","Export","360","IDN","Indonesia","0","W00","World","H2","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","203051","false","-1","N/A",,"false","203051","false",,"false",,"661048","661048","0","true","false",
"C","A","20160101","2016","52","2016","554","NZL","New Zealand","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","357265","false","8","kg","357265","false","357265","false","357279","false",,"1208339.296","1208339.296","0","false","true",
"C","A","20160101","2016","52","2016","566","NGA","Nigeria","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12686236","true","-1","N/A",,"false","12686236","true",,"false",,"35277429","35277429","6","true","false",
"C","A","20160101","2016","52","2016","604","PER","Peru","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","3044917","false","8","kg","3044917","false","3044917","false","0","false",,"8845541.16","8845541.16","0","false","true",
"C","A","20160101","2016","52","2016","608","PHL","Philippines","X","Export","458","MYS","Malaysia","0","W00","World","H2","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2181769","false","-1","N/A",,"false","2181769","false",,"false",,"6363293","6363293","0","true","false",
"C","A","20160101","2016","52","2016","562","NER","Niger","X","Export","566","NGA","Nigeria","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3000","false","8","kg","3000","false","3000","false","0","false",,"674.804","674.804","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","255214","false","8","kg","255214","false","255214","false",,"false",,"991607.618","991607.618","0","false","true",
"C","A","20160101","2016","52","2016","702","SGP","Singapore","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2243370","false","8","kg","2243370","false","2243370","false",,"false",,"7156395.982","7156395.982","0","false","true",
"C","A","20160101","2016","52","2016","704","VNM","Viet Nam","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2545533.19","true","-1","N/A","0","false","2545533.19","true",,"false",,"7891152.89","7891152.89","0","false","true",
"C","A","20160101","2016","52","2016","757","CHE","Switzerland","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","12","false","8","kg","12","false","12","false","0","false","0","168.466","168.466","0","false","true",
"C","A","20160101","2016","52","2016","768","TGO","Togo","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","45360","false","8","kg","45360","false","45360","false",,"false",,"130130.356","130130.356","0","false","true",
"C","A","20160101","2016","52","2016","842","USA","USA","X","Export","214","DOM","Dominican Rep.","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2948","false","8","kg","2948","false","2948","false","0","false",,"16705","16705","0","false","true",
"C","A","20160101","2016","52","2016","842","USA","USA","X","Export","288","GHA","Ghana","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25047","false","8","kg","25047","false","25047","false","0","false",,"108678","108678","0","false","true",
"C","A","20160101","2016","52","2016","800","UGA","Uganda","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3211491","false","-1","N/A",,"false","3211491","false",,"false",,"7963288","7963288","0","true","false",
"C","A","20160101","2016","52","2016","834","TZA","United Rep. of Tanzania","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1349966","false","-1","N/A",,"false","1349966","false",,"false",,"2591883","2591883","0","true","false",
"C","A","20160101","2016","52","2016","842","USA","USA","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9665810","false","8","kg","9665810","false","9665810","false","0","false",,"24541253","24541253","0","false","true",
"C","A","20160101","2016","52","2016","800","UGA","Uganda","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10339305","false","-1","N/A",,"false","10339305","false",,"false",,"25218409","25218409","0","true","false",
"C","A","20160101","2016","52","2016","834","TZA","United Rep. of Tanzania","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2910926","false","-1","N/A",,"false","2910926","false",,"false",,"6218843","6218843","0","true","false",
"C","A","20160101","2016","52","2016","842","USA","USA","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1344440","false","8","kg","1344440","false","1344440","false","0","false",,"3273659","3273659","0","false","true",
"C","A","20170101","2017","52","2017","56","BEL","Belgium","X","Export","76","BRA","Brazil","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5439","false","8","kg","5439","false","5439","false","0","false","0","28420.379","28420.379","0","false","true",
"C","A","20170101","2017","52","2017","120","CMR","Cameroon","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","20428500","false","8","kg","20428500","false","20428500","false",,"false",,"41422320.953","41422320.953","0","false","true",
"C","A","20170101","2017","52","2017","56","BEL","Belgium","X","Export","384","CIV","Côte d'Ivoire","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","32","false","8","kg","32","false","32","false","0","false","0","183.882","183.882","0","false","true",
"C","A","20170101","2017","52","2017","56","BEL","Belgium","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","588.8","false","8","kg","588.8","false","588.8","false","0","false","0","3459.939","3459.939","0","false","true",
"C","A","20170101","2017","52","2017","90","SLB","Solomon Isds","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","4140000","false","8","kg","4140000","false","4140000","false",,"false",,"4373606.715","4373606.715","0","false","true",
"C","A","20170101","2017","52","2017","120","CMR","Cameroon","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","37681982","false","8","kg","37681982","false","37681982","false",,"false",,"53138088.049","53138088.049","0","false","true",
"C","A","20170101","2017","52","2017","170","COL","Colombia","X","Export","218","ECU","Ecuador","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","15000","false","8","kg","15000","false","15000","false",,"false",,"46500","46500","0","false","true",
"C","A","20170101","2017","52","2017","180","COD","Dem. Rep. of the Congo","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7915174","false","8","kg","7915174","false","7915174","false","0","false","0","12687559.322","12687559.322","0","false","true",
"C","A","20170101","2017","52","2017","214","DOM","Dominican Rep.","X","Export","360","IDN","Indonesia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1517144","false","8","kg","1517144","false","1517144","false","0","false",,"3899931.561","3899931.561","0","false","true",
"C","A","20170101","2017","52","2017","156","CHN","China","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","688281","false","8","kg","688281","false","688281","false",,"false",,"1586142","1586142","0","false","true",
"C","A","20170101","2017","52","2017","170","COL","Colombia","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","1627279.6","false","8","kg","1627279.6","false","1627279.6","false",,"false",,"3262574.67","3262574.67","0","false","true",
"C","A","20170101","2017","52","2017","180","COD","Dem. Rep. of the Congo","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","849724","false","8","kg","849724","false","849724","false","0","false","0","1122565.271","1122565.271","0","false","true",
"C","A","20170101","2017","52","2017","214","DOM","Dominican Rep.","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","957200","false","8","kg","957200","false","957200","false","0","false",,"1937423.92","1937423.92","0","false","true",
"C","A","20170101","2017","52","2017","140","CAF","Central African Rep.","X","Export","566","NGA","Nigeria","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","20000","false","8","kg","20000","false","20000","false",,"false",,"8014.285","8014.285","0","false","true",
"C","A","20170101","2017","52","2017","218","ECU","Ecuador","X","Export","360","IDN","Indonesia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","42894430","false","8","kg","42894430","false","43093423","false","0","false",,"85979276.38","85979276.38","0","false","true",
"C","A","20170101","2017","52","2017","251","FRA","France","X","Export","360","IDN","Indonesia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","28","false","8","kg","28","false","28","false",,"false",,"495.895","495.895","0","false","true",
"C","A","20170101","2017","52","2017","218","ECU","Ecuador","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","42849059.48","false","8","kg","42849059.48","false","43274287.48","false","0","false",,"86779991.38","86779991.38","0","false","true",
"C","A","20170101","2017","52","2017","251","FRA","France","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2508","false","8","kg","2508","false","2508","false",,"false",,"33985.216","33985.216","0","false","true",
"C","A","20170101","2017","52","2017","288","GHA","Ghana","X","Export","76","BRA","Brazil","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","68500000","false","8","kg","68500000","false","68500000","false",,"false",,"189428359.85","189428359.85","0","false","true",
"C","A","20170101","2017","52","2017","276","DEU","Germany","X","Export","360","IDN","Indonesia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","25104","false","8","kg","25104","false","25104","false","0","false",,"51895.726","51895.726","0","false","true",
"C","A","20170101","2017","52","2017","288","GHA","Ghana","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2525000","false","8","kg","2525000","false","2525000","false",,"false",,"7611924.29","7611924.29","0","false","true",
"C","A","20170101","2017","52","2017","288","GHA","Ghana","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","93159500","false","8","kg","93159500","false","93159500","false",,"false",,"268618407.059","268618407.059","0","false","true",
"C","A","20170101","2017","52","2017","384","CIV","Côte d'Ivoire","X","Export","288","GHA","Ghana","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10010000","false","8","kg","10010000","false","10010000","false","0","false",,"19112759.953","19112759.953","0","false","true",
"C","A","20170101","2017","52","2017","384","CIV","Côte d'Ivoire","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","63718440","false","8","kg","63718440","false","63718440","false","0","false",,"131408525.175","131408525.175","0","false","true",
"C","A","20170101","2017","52","2017","458","MYS","Malaysia","X","Export","360","IDN","Indonesia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","58066400","false","-1","N/A","0","false","58066400","false","0","false","0","127440367.254","127440367.254","0","false","true",
"C","A","20170101","2017","52","2017","360","IDN","Indonesia","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22718240","false","8","kg","22718240","false","22718240","false","0","false","0","48592407.44","48592407.44","0","false","true",
"C","A","20170101","2017","52","2017","384","CIV","Côte d'Ivoire","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","105623946","false","8","kg","105623946","false","105623946","false","0","false",,"223739878.575","223739878.575","0","false","true",
"C","A","20170101","2017","52","2017","450","MDG","Madagascar","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","151570.5","false","8","kg","151570.5","false","151570.5","false","0","false",,"248948.588","248948.588","0","false","true",
"C","A","20170101","2017","52","2017","604","PER","Peru","X","Export","218","ECU","Ecuador","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","60000","false","8","kg","60000","false","60000","false","0","false",,"231000","231000","0","false","true",
"C","A","20170101","2017","52","2017","566","NGA","Nigeria","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","8582996.955","true","-1","N/A","0","false","8582996.955","true",,"false",,"22780789.8","22780789.8","0","false","true",
"C","A","20170101","2017","52","2017","604","PER","Peru","X","Export","360","IDN","Indonesia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2059751","false","8","kg","2059751","false","2059751","false","0","false",,"4330809.53","4330809.53","0","false","true",
"C","A","20170101","2017","52","2017","608","PHL","Philippines","X","Export","360","IDN","Indonesia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","109728","false","8","kg","109728","false","121920","false",,"false",,"682480","682480","0","false","true",
"C","A","20170101","2017","52","2017","528","NLD","Netherlands","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","634","false","8","kg","634","false","634","false","0","false",,"6017.304","6017.304","0","false","true",
"C","A","20170101","2017","52","2017","566","NGA","Nigeria","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","8858141.333","true","-1","N/A","0","false","8858141.333","true",,"false",,"23511071.573","23511071.573","0","false","true",
"C","A","20170101","2017","52","2017","604","PER","Peru","X","Export","458","MYS","Malaysia","0","W00","World","H5","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2557705","false","8","kg","2557705","false","2557705","false","0","false",,"5376884.36","5376884.36","0","false","true",
"C","A","20170101","2017","52","2017","608","PHL","Philippines","X","Export","458","MYS","Malaysia","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2267710","false","8","kg","2267710","false","2519680","false",,"false",,"5848157","5848157","0","false","true",
"C","A","20170101","2017","52","2017","562","NER","Niger","X","Export","566","NGA","Nigeria","0","W00","World","H4","HS","true","1801","Cocoa beans; whole or broken, raw or roasted","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","28600","false","8","kg","28600","false","28600","false","0","false",,"23198.798","23198.798","0","false","true",
